id,name,name_scientific,description,itis_id,wikipedia_id,picture_file_name,picture_content_type,picture_file_size,picture_updated_at,legacy_id,food_group,food_subgroup,food_type,created_at,updated_at,creator_id,updater_id,export_to_afcdb,category,ncbi_taxonomy_id,export_to_foodb,public_id,allergen_code,allergen_rating,allergens_detected,allergen_category
463,Sockeye salmon,Oncorhynchus nerka,"Sockeye salmon (Oncorhynchus nerka) ? also called red salmon or blueback salmon in the United States ? is an anadromous species of salmon found in the Northern Pacific Ocean and rivers discharging into it. This species is a Pacific salmon that is primarily red in hue during spawning. They can be up to 84 cm in length and weigh anywhere from 2.3 to 7 kg. A distinguishing feature of the sockeye salmon is the lack of a definite spot on the back and tail. Juveniles remain in freshwater until they are ready to migrate to the ocean, over distances of up to 1,600 km. Their diet consists primarily of zooplankton. Sockeye salmon are semelparous, dying after they spawn.
The sockeye salmon is sometimes called red or blueback salmon, due to its hue. Sockeye are blue tinged with silver in color while living in the ocean. When they return to spawning grounds, their bodies become red and their heads turn green. Sockeye can be anywhere from 60 to 84 centimeters in length and weigh from 2.3 to 7 kg. Two distinguishing features are their long, serrated gill rakers that range from 30 to 40 in number, and their lack of a spot on their tail or back.",161979.0,Sockeye_salmon,463.jpg,image/jpeg,88237.0,2012-04-20 09:40:22 UTC,490.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:43 UTC,2019-05-14 18:05:25 UTC,,,False,specific,8023.0,True,FOOD00453,fish,100,fish,Fish
464,Chinook salmon,Oncorhynchus tshawytscha,"The Chinook salmon, Oncorhynchus tshawytscha, is the largest species in the Pacific (Oncorhynchus) salmon family. Other commonly used names for the species include king salmon, Quinnat salmon, spring salmon and Tyee salmon. Chinook are anadromous fish native to the north Pacific Ocean and the river systems of western North America ranging from California to Alaska. They are also native to Asian rivers ranging from northern Japan to the Palyavaam River in the Siberian far east, although only the Kamchatka Peninsula supports relatively persistent native populations. They have been introduced to other parts of the world, including New Zealand and the Great Lakes. A large Chinook is a prized and sought-after catch for a sporting angler. The flesh of the salmon is also highly valued for its dietary nutritional content, which includes high levels of important omega-3 fatty acids. Some populations are endangered, though Chinook salmon have not been assessed for the IUCN Red List.",161980.0,Chinook salmon,464.jpg,image/jpeg,13102.0,2012-04-20 09:37:21 UTC,491.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:43 UTC,2019-05-14 18:05:25 UTC,,,False,specific,74940.0,True,FOOD00454,fish,100,fish,Fish
465,Atlantic salmon,Salmo salar,"The Atlantic salmon, Salmo salar, is a fish in the family Salmonidae, which is found in the northern Atlantic Ocean and in rivers that flow into the north Atlantic and, due to human introduction, the north Pacific. It is also commercially known as bay salmon, black salmon, caplin-scull salmon, fiddler, grilse, grilt, kelt, landlocked salmon, ouananiche, outside salmon, parr, Sebago salmon, silver salmon, slink, smolt, spring salmon, or winnish.",161996.0,Atlantic salmon,465.jpg,image/jpeg,401397.0,2012-04-20 09:42:45 UTC,492.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:43 UTC,2019-05-14 18:05:25 UTC,,,False,specific,8030.0,True,FOOD00455,fish,100,fish,Fish
470,Spanish mackerel,Scomberomorus maculatus,"Scomberomorini, commonly called the Spanish mackerels or Seerfishes, is a tribe of ray-finned bony fishes in the mackerel family, Scombridae – a family it shares with the mackerel, tuna and bonito tribes, plus the butterfly kingfish. This tribe comprises 21 species in 3 genera: Acanthocybium A. solandri, Wahoo Grammatorcynus G. bicarinatus, Shark mackerel G. bilineatus, Double-lined mackerel Scomberomorus S. brasiliensis, Serra Spanish mackerel S. cavalla, King mackerel S. commerson, Narrow-barred Spanish mackerel S. concolor, Monterrey Spanish mackerel S. guttatus, Indo-Pacific king mackerel S. koreanus, Korean seerfish S. lineolatus, Streaked seerfish S. maculatus, Atlantic Spanish mackerel S. multiradiatus, Papuan seerfish S. munroi, Australian spotted mackerel S. niphonius, Japanese Spanish mackerel S. plurilineatus, Kanadi kingfish S. queenslandicus, Queensland school mackerel S. regalis, Cero mackerel S. semifasciatus, Broadbarred king mackerel S. sierra, Pacific sierra S. sinensis, Chinese seerfish S. tritor, West African Spanish mackerel",172436.0,Spanish mackerel,470.jpg,image/jpeg,69172.0,2012-04-20 09:38:11 UTC,497.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:43 UTC,2019-05-14 18:05:25 UTC,,,False,specific,99344.0,True,FOOD00460,fish,100,fish,Fish
471,Pacific sardine,Sardinops sagax,"The South American pilchard, Sardinops sagax, is a sardine of the Family Clupeidae, the only member of the genus Sardinops. It is found in the Indo-Pacific oceans. Its length is up to 40 cm. It has a number of other common names, some of which more appropriately refer to subspecies, including blue pilchard, Australian pilchard, blue-bait, Californian pilchard, Chilean sardine, Japanese pilchard, Pacific sardine, and Southern African pilchard.",161729.0,Pacific_sardine,471.jpg,image/jpeg,27240.0,2012-04-20 09:30:28 UTC,498.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:43 UTC,2019-05-14 18:05:25 UTC,,,False,specific,28381.0,True,FOOD00461,fish,100,fish,Fish
472,Scallop,Pectinidae,"A scallop (from Old French escalope, meaning ""shell"") is a common name applied to many species of marine bivalve mollusks in the family Pectinidae, the scallops. Scallops are a cosmopolitan family, found in all of the world's oceans.
Many scallops are highly prized as a food source; the name ""scallop"" is also applied to the meat of these animals when it is used as seafood. The brightly colored, fan-shaped shells of some scallops, with their radiating, fluted patterns, are valued by shell collectors, and have been used since ancient times as motifs in art and design.",79611.0,Scallop,472.jpg,image/jpeg,94949.0,2012-04-20 09:32:29 UTC,499.0,Aquatic foods,Mollusks,Type 1,2011-02-09 00:37:43 UTC,2019-05-14 18:05:25 UTC,,,False,specific,6566.0,True,FOOD00462,molluscs,100,molluscs,Molluscs
478,Sea trout,Salmo trutta forma trutta,"Sea trout is the common name usually applied to anadromous (or sea-run) forms of brown trout (Salmo trutta), and is often referred to as Salmo trutta morpha trutta. Other names for anadromous brown trout are sewen (Wales), peel or peal (SW England), mort (NW England), finnock (Scotland), white trout (Ireland) and salmon trout (culinary). The term sea trout is also used to describe other anadromous salmonids--coho salmon (Oncorhynchus kisutch), brook trout (Salvelinus fontinalis), Arctic char (Salvelinus alpinus alpinus), cutthroat trout (Oncorhynchus clarkii) and Dolly Varden (Salvenlinus malma). Even some non-salmonid species are also commonly known as sea trout--Northern pikeminnow (Ptychocheilus oregonensis) and members of the weakfish family (Cynoscion). Anadromous brown trout are widely distributed in Europe along the Atlantic and Baltic coasts, the United Kingdom and the coasts of Iceland. They do not occur in the Mediterranean Sea but are found in the Black and Caspian Seas. and as far north as the Barents and Kara Seas in the Arctic Ocean. Brown trout introduced into freshwater habitats in Tasmania, Victoria, New Zealand, Falkland Islands, Kerguelen Islands, Chile and Argentina have established anadromous populations when there was suitable access to saltwater. Anadromous behavior has been reported in the Columbia river and its tributaries in the U.S. and in Canadian rivers on both the Pacific and Atlantic coasts.",169238.0,,478.jpg,image/jpeg,12125.0,2012-04-20 09:40:26 UTC,505.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:44 UTC,2019-05-14 18:05:25 UTC,,,False,specific,13028.0,True,FOOD00468,fish,100,fish,Fish
485,Hedge mustard,Sisymbrium,"Hedge mustard (Sisymbrium officinale) is a plant in the family Brassicaceae. It is found on roadsides and wasteland, and as a weed of arable land. A native of Europe and North Africa, it is now well-established throughout the world.
It is distinct from the mustard plants which belong to the genus Brassica.
The Hedge-mustard is food for the caterpillars of some Lepidoptera, such as the small white (Pieris rapae).
This plant is widely cultivated across Europe for its edible leaves and seeds. It is widely used as a condiment in Northern Europe (particularly Denmark, Norway and Germany).
The leaves have a bitter cabbage-like flavour and they are used either in salads or cooked as a pot herb (in cultivar versions). The seeds have been used to make mustard pastes in Europe.",23311.0,Hedge_mustard,485.jpg,image/jpeg,131157.0,2012-04-20 09:33:25 UTC,512.0,Herbs and Spices,Other seeds,Type 1,2011-02-09 00:37:44 UTC,2019-05-14 18:05:25 UTC,,,False,specific,3729.0,True,FOOD00475,mustard,100,mustard,Mustard
486,Skipjack tuna,Katsuwonus pelamis,"The skipjack tuna, Katsuwonus pelamis, is a medium-sized perciform fish in the tuna family, Scombridae. It is otherwise known as the aku, arctic bonito, mushmouth, oceanic bonito, striped tuna, or victor fish. It grows up to 1 m (3 ft) in length. It is a cosmopolitan pelagic fish found in tropical and warm-temperate waters. It is a very important species for fisheries.",172401.0,Skipjack tuna,486.jpg,image/jpeg,76866.0,2012-04-20 09:36:26 UTC,513.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:44 UTC,2019-05-14 18:05:25 UTC,,,False,specific,8226.0,True,FOOD00476,fish,100,fish,Fish
487,Snapper,Lutjanidae,"Snappers are a family of perciform fish, Lutjanidae, mainly marine, but with some members inhabiting estuaries, feeding in fresh water. Some are important food fish. One of the best known is the red snapper.
Snappers inhabit tropical and subtropical regions of all oceans. They can grow to about 1 m (3.3 ft) in length. Most feed on crustaceans or other fish, though a few are plankton-feeders. They can be kept in aquaria, but mostly grow too fast to be popular aquarium fish. They live at depths reaching 450 m (1,480 ft).",168845.0,Lutjanidae,487.jpg,image/jpeg,14590.0,2012-04-20 09:32:14 UTC,514.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:44 UTC,2019-05-14 18:05:25 UTC,,,False,specific,30850.0,True,FOOD00477,fish,100,fish,Fish
489,Spelt,Triticum spelta,"Spelt, also known as dinkel wheat, or hulled wheat, is a species of wheat cultivated since 5000 BCE. Spelt was an important staple in parts of Europe from the Bronze Age to medieval times; it now survives as a relict crop in Central Europe and northern Spain and has found a new market as a health food. Spelt is sometimes considered a subspecies of the closely related species common wheat (T. aestivum), in which case its botanical name is considered to be Triticum aestivum subsp. spelta. It is a hexaploid wheat, which means it has six sets of chromosomes.",42243.0,Spelt,489.jpg,image/jpeg,30542.0,2012-04-20 09:40:12 UTC,516.0,Cereals and cereal products,Cereals,Type 1,2011-02-09 00:37:44 UTC,2019-05-14 18:05:26 UTC,,,False,specific,58933.0,True,FOOD00479,gluten,100,gluten,Cereals containing gluten
504,"Salmonidae (Salmon, Trout)",Salmonidae,"Salmonidae are a family of ray-finned fish, the only living family currently placed in the order Salmoniformes. It includes salmon, trout, chars, freshwater whitefishes and graylings. The Atlantic salmon and trout of genus Salmo give the family and order their names. Salmonids have a relatively primitive appearance among the teleost fish, with the pelvic fins being placed far back, and an adipose fin towards the rear of the back. They are slender fish, with rounded scales and forked tails. Their mouths contain a single row of sharp teeth. Although the smallest species is just 13 centimetres long as an adult, most are much larger, and the largest can reach 2 metres . All salmonids spawn in fresh water, but in many cases, the fish spend most of their lives at sea, returning to the rivers only to reproduce. This life cycle is described as anadromous. They are predators, feeding on small crustaceans, aquatic insects, and smaller fish.",161931.0,Salmonidae,504.jpg,image/jpeg,40317.0,2012-04-20 09:38:51 UTC,531.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:45 UTC,2019-05-14 18:05:26 UTC,,,False,specific,8015.0,True,FOOD00493,fish,100,fish,Fish
508,Alaska pollock,Theragra chalcogramma,"Alaska pollock or walleye pollock (Theragra chalcogramma) is a species of the cod family Gadidae. Alaska pollock is a semipelagic schooling fish widely distributed in the North Pacific with largest concentrations found in the eastern Bering Sea. While related to the common Atlantic pollock species of the same family, the Alaska pollock is not a member of the same Pollachius genus. Rather, recent research suggests that it is more closely related to Atlantic cod, and that Alaska pollock should be moved back to genus Gadus in which it was originally described as Gadus chalcogrammus. Furthermore, Norwegian pollock (Theragra finnmarchica), a rare fish of Norwegian waters, is likely the same species as the Alaska pollock.",164722.0,Alaska pollock,508.jpg,image/jpeg,62703.0,2012-04-20 09:32:02 UTC,535.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:45 UTC,2019-05-14 18:05:26 UTC,,,False,specific,1042646.0,True,FOOD00497,fish,100,fish,Fish
511,Whelk,Buccinidae,"Whelk is a common name that is applied to various kinds of sea snail, many of which have historically been used, or are still used, by humans for food. Although a number of whelks are relatively large and are in the family Buccinidae (the true whelks), the word whelk is also applied to some other marine gastropod mollusc species within several families of sea snails that are not very closely related.",73726.0,Whelk,511.jpg,image/jpeg,100731.0,2012-04-20 09:39:24 UTC,538.0,Aquatic foods,Mollusks,Type 1,2011-02-09 00:37:45 UTC,2019-05-14 18:05:26 UTC,,,False,specific,37796.0,True,FOOD00500,molluscs,100,molluscs,Molluscs
512,Coalfish pollock,Pollachius virens,"Saithe, Pollachius virens, is a species of marine fish in the Pollachius genus. Together with Pollachius pollachius it is generally referred to in the U.S. as Pollock. Other names include the Boston blues (separate from bluefish), coalfish (or coley) and saithe in the UK.
This species can be separated from P. pollachius by looking at the relative lengths of the upper and lower jaws. P. pollachius has a longer underslung lower jaw while Pollachius virens has approximately equal upper and lower jaw lengths. This gives a very different profile to the head. In general P. pollachius is a brown or golden colour with a dark back while P. virens is bright silver with a very dark green back. P. virens generally appears to have relatively larger eyes. The lateral line of P. pollachius has a noticeable kink over the pectoral fins while that of P. virens is straighter. The flesh of Coalfish (P. virens) is darkly coloured (hence the common name) while that of P. pollachius is similar to other members of the Cod family. This dark colour in the fresh uncooked flesh may have led to the undeserved reputation of this fish as poor for eating.
It is common in the northern parts of the Northern Atlantic, including the Bay of Biscay. Adults can grow up to 130 centimetres (51 in) and weigh up to 32 kilograms (71 lb); the species is of great commercial value to fisheries. The fish can be found close to the shore, particularly in rocky areas but larger examples tend to be found around off-shore wrecks and reefs. The largest coalfish ever caught was 50 pounds (23 kg) at Saltstraumen.",164727.0,Pollachius_virens,512.jpg,image/jpeg,63164.0,2012-04-20 09:37:17 UTC,539.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:46 UTC,2019-05-14 18:05:26 UTC,,,False,specific,8060.0,True,FOOD00501,fish,100,fish,Fish
522,Yellowfin tuna,Thunnus albacares,"The yellowfin tuna (Thunnus albacares) is a species of tuna found in pelagic waters of tropical and subtropical oceans worldwide.
The yellowfin tuna is among the larger tuna species, reaching weights of over 180 kg (400 lb), but is significantly smaller than the Atlantic and Pacific bluefin tunas, which can reach over 450 kg (990 lb), and slightly smaller than the bigeye tuna and the southern bluefin tuna.
The second dorsal fin and the anal fin, as well as the finlets between those fins and the tail, are bright yellow, giving this fish its common name. The second dorsal and anal fins can be very long in mature specimens, reaching almost as far back as the tail and giving the appearance of sickles or scimitars. The pectoral fins are also longer than the related bluefin tuna, but not as long as those of the albacore. The main body is a very dark metallic blue, changing to silver on the belly, which has about 20 vertical lines.",172423.0,Yellowfin_tuna,522.jpg,image/jpeg,92608.0,2012-04-20 09:32:31 UTC,549.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:46 UTC,2019-05-14 18:05:26 UTC,,,False,specific,8236.0,True,FOOD00511,fish,100,fish,Fish
524,Pollock,Pollachius,"Pollock (alternatively spelled pollack) is the common name used for either of the two species of marine fish in the Pollachius (""P."") genus. Both P. pollachius and P. virens are commonly referred to as pollock. Other names for P. pollachius include the Atlantic pollock, European pollock, lieu jaune, and lythe; while P. virens is sometimes known as Boston blues (distinct from bluefish), coalfish (or coley), silver bills or saithe.
Both species can grow to 3 ft 6 in (1.07 m) and can weigh up to 46 lb (21 kg). P.virens has a strongly-defined, silvery lateral line running down the sides. Above the lateral line, the color is a greenish black. The belly is white, while P.pollachius has a distinctly crocked lateral line, gray-ish to golden belly and a dark brown back. P. pollachius also has a strong under-bite. It can be found in water up to 100 fathoms (180 m) deep over rocks, and anywhere in the water column. Pollock are a ""whitefish"".",164726.0,Pollock,524.jpg,image/jpeg,9258.0,2012-04-20 09:37:10 UTC,551.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:46 UTC,2019-05-14 18:05:26 UTC,,,False,specific,8059.0,True,FOOD00513,fish,100,fish,Fish
525,Albacore tuna,Thunnus alalunga,"The albacore, Thunnus alalunga, is a species of tuna in the family Scombridae. This species is also called albacore fish, albacore tuna, albicore, albie, pigfish, tombo ahi, binnaga, Pacific albacore, German bonito (but see bonito), longfin, longfin tuna, longfin tunny, or even just tuna. It is the only tuna species which may be marketed as ""white meat tuna"" in the United States. It is found in the open waters of all tropical and temperate oceans, and the Mediterranean Sea.
Albacore is a prized food, and the albacore fishery is economically significant. Methods of fishing include pole and line, long-line fishing, trolling, and some purse seining. It is also sought after by sport fishers.",172419.0,Albacore_tuna,525.jpg,image/jpeg,80468.0,2012-04-20 09:42:53 UTC,552.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:46 UTC,2019-05-14 18:05:26 UTC,,,False,specific,8235.0,True,FOOD00514,fish,100,fish,Fish
526,Gadus (Common cod),Gadus,"Gadus is a genus of demersal fish in the family Gadidae, commonly known as cod, although there are additional cod species in other genera. Until recently, three species in the genus were recognized. Modern taxonomy also includes a fourth one, the Alaska pollock (Gadus chalcogrammus), which is not separate from the Norway pollock. Furthermore, Greenland cod (G. ogac) is no longer considered a distinct species but rather a subspecies of Pacific cod (G. macrocephalus).",164710.0,Gadus,526.jpg,image/jpeg,196359.0,2012-04-20 09:29:55 UTC,553.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:46 UTC,2019-05-14 18:05:26 UTC,,,False,specific,8048.0,True,FOOD00515,fish,100,fish,Fish
527,Atlantic halibut,Hippoglossus hippoglossus,"The Atlantic halibut, Hippoglossus hippoglossus, is a flatfish of the family Pleuronectidae. They are demersal fish living on or near sand, gravel or clay bottoms at depths of between 50 and 2,000 m (and ft). The halibut is among the largest teleost (bony) fish in the world. Halibut are strong swimmers and are able to migrate long distances. Halibut size is not age-specific, but rather tends to follow a cycle related to halibut (and therefore food) abundance. The native habitat of the Atlantic halibut is the temperate waters of the northern Atlantic, from Labrador and Greenland to Iceland, the Barents Sea and as far south as the Bay of Biscay. It is the largest flatfish in the Atlantic and one of the largest species of flatfish in the world, reaching lengths of up to 4.7 m and weights of 320 kg . Its lifespan can reach 50 years.",172933.0,Atlantic halibut,527.jpg,image/jpeg,59479.0,2012-04-20 09:33:33 UTC,554.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:46 UTC,2019-05-14 18:05:26 UTC,,,False,specific,8267.0,True,FOOD00516,fish,100,fish,Fish
528,Pacific halibut,Hippoglossus stenolepis,"Hippoglossus stenolepis, the Pacific Halibut, is a species of righteye flounder. This very large species of flatfish is native to the North Pacific and supports important commercial fishery.
Pacific halibut have diamond-shaped bodies. They are more elongated than most flatfishes, the width being about one-third of the length. It has a high arch in the lateral line over the pectoral fin, and a lunate, or crescent-shaped tail, which is different from other flat fishes. Small scales are embedded in the skin. Halibut have both eyes on their dark or upper sides. The color on the dark side varies, but tends to assume the coloration of the ocean bottom. The underside is lighter, appearing more like the sky from below. This color adaptation allows halibut to avoid detection by both prey and predator. They are one of the largest flatfish (only surpassed by the closely related Atlantic halibut), and can weigh up to 500 lb (230 kg) and grow to over 8 ft (2.4 m) long.",172932.0,Pacific_halibut,528.jpg,image/jpeg,76074.0,2012-04-20 09:40:56 UTC,555.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:46 UTC,2019-05-14 18:05:26 UTC,,,False,specific,195615.0,True,FOOD00517,fish,100,fish,Fish
529,Pacific salmon,Oncorhynchus,"Oncorhynchus is a genus of fish in the family Salmonidae; it contains the Pacific salmon and Pacific trout. The name of the genus is derived from the Greek onkos (""hook"") and rynchos (""nose""), in reference to the hooked jaws of males in the mating season (the ""kype"").
Salmon and trout with native ranges in waters draining to the Pacific Ocean are members of the genus. Their range extends from Beringia southwards, roughly to Japan in the west and Mexico to the east. In North America, some subspecies of O. clarki are native in the Rocky Mountains and Great Basin, while others are native to the Rio Grande and western tributaries of the Mississippi River Basin which drain to the Gulf of Mexico, rather than to the Pacific. Several species of Oncorhynchus have been introduced into non-native waters around the globe establishing self-sustaining wild populations.",161974.0,Pacific_salmon,529.jpg,image/jpeg,58659.0,2012-04-20 09:32:42 UTC,556.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:46 UTC,2019-05-14 18:05:26 UTC,,,False,specific,8016.0,True,FOOD00518,fish,100,fish,Fish
531,"Clupeinae (Herring, Sardine, Sprat)",Clupeinae,"Clupeinae is a subfamily of herrings, sardines and sprats belonging to the family Clupeidae.",551153.0,Clupeinae,531.jpg,image/jpeg,9510.0,2012-04-20 09:29:57 UTC,558.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:47 UTC,2019-05-14 18:05:26 UTC,,,False,specific,7948.0,True,FOOD00520,fish,100,fish,Fish
532,Spiny lobster,Palinuridae,"Spiny lobsters, also known as langouste or rock lobsters, are a family (Palinuridae) of about 60 species of achelate crustaceans, in the Decapoda Reptantia. Spiny lobsters are also, especially in Australia, New Zealand and South Africa, sometimes called crayfish, sea crayfish or crawfish, terms which elsewhere are reserved for freshwater crayfish.",97646.0,Spiny lobster,532.jpg,image/jpeg,153311.0,2012-04-20 09:42:03 UTC,559.0,Aquatic foods,Crustaceans,Type 1,2011-02-09 00:37:47 UTC,2019-05-14 18:05:26 UTC,,,False,specific,6731.0,True,FOOD00521,crustaceans,100,crustaceans,Crustaceans
533,Snow crab,Chionoecetes opilio,"Chionoecetes is a genus of crabs that live in the northern Pacific and Atlantic Oceans.
Other names for crabs in this genus include ""queen crab"" (in Canada) and ""spider crab"" - they are known by different names in different areas of the world. The generic name Chionoecetes means (χιών, chion) inhabitant (οιχητης, oiketes); opilio means shepherd, and C. opilio is the primary species referred to as snow crab. Marketing strategies, however, employ snow crab for anything in the genus Chionoecetes. Snow crab refers to them being commonly found in cold northern oceans.
Snow crab are caught as far north as the Arctic Ocean, from Newfoundland to Greenland and north of Norway in the Atlantic Ocean, and across the Pacific Ocean, including the Sea of Japan, the Bering Sea, the Gulf of Alaska, Norton Sound, and even as far south as California for Chionoecetes bairdi.",98428.0,Snow_crab,533.jpg,image/jpeg,60656.0,2012-04-20 09:43:05 UTC,560.0,Aquatic foods,Crustaceans,Type 1,2011-02-09 00:37:47 UTC,2019-05-14 18:05:26 UTC,,,False,specific,41210.0,True,FOOD00522,crustaceans,100,crustaceans,Crustaceans
536,Macadamia nut,Macadamia,"Macadamia is a genus of four species of trees indigenous to Australia and constituting part of the plant family Proteaceae. They grow naturally in north eastern New South Wales and central and south eastern Queensland. Common names include macadamia, macadamia nut, Queensland nut, bush nut, maroochi nut, queen of nuts and bauple nut; and from Indigenous Australians' languages bauple, gyndl, jindilli, and boombera. Previously, more species, with disjunct distributions, were named as members of this genus Macadamia. Genetics and morphological studies more recently published in 2008 by Austin Mast and colleagues show they have separated from this genus Macadamia, correlating less closely than thought from earlier morphological studies.
Macadamia species grow as small to large evergreen trees 2?12 m (6.6?39.4 ft) tall. The leaves are arranged in whorls of three to six, lanceolate to obovate or elliptical in shape, 6?30 cm long and 2?13 cm broad, with an entire or spiny-serrated margin. The flowers are produced in a long, slender, simple raceme 5?30 cm long, the individual flowers 10?15 mm long, white to pink or purple, with four tepals. The fruit is a very hard, woody, globose follicle with a pointed apex, containing one or two seeds.",27784.0,Macadamia_nut,536.jpg,image/jpeg,68445.0,2012-04-20 09:39:27 UTC,563.0,Nuts,Nuts,Type 1,2011-02-09 00:37:47 UTC,2019-05-14 18:05:26 UTC,,,False,specific,4329.0,True,FOOD00525,tree_nuts,100,tree_nuts,Nuts
537,Percoidei (Bass and others),Percoidei,"Percoidei is one of eighteen suborders of bony fish in the order Perciformes. Many commercially harvested fish species are contained in this suborder, including the snappers, jacks, whitings, groupers, bass, perches and porgies.",167641.0,Percoidei,537.jpg,image/jpeg,7238.0,2012-04-20 09:39:37 UTC,564.0,Aquatic foods,Fishes,Type 1,2011-02-09 00:37:47 UTC,2019-05-14 18:05:26 UTC,,,False,specific,8112.0,True,FOOD00526,fish,100,fish,Fish
544,"Bivalvia (Clam, Mussel, Oyster)",Bivalvia,"Bivalvia is a class of marine and freshwater molluscs that have laterally compressed bodies enclosed by a shell consisting of two hinged parts. They have no head, and they also lack a radula. Bivalves include clams, oysters, cockles, mussels, scallops, and numerous other families that live in saltwater, and well as a number of families that live in freshwater. The majority are filter feeders. The gills have evolved into ctenidia, specialised organs for feeding and breathing. Most bivalves bury themselves in sediment, where they are relatively safe from predation. Others lie on the sea floor or attach themselves to rocks or other hard surfaces. A few bore into wood, clay or stone and live inside these substances. Some bivalves, such as the scallops, can swim.
The shell of a bivalve is composed of calcium carbonate, and consists of two, usually similar, parts called valves. These are joined together along one edge (the hinge line) by a flexible ligament that, usually in conjunction with interlocking ""teeth"" on each of the valves, forms the hinge. This arrangement allows the shell to be opened and closed without the two halves becoming disarticulated. The shell is typically bilaterally symmetrical, with the hinge lying in the sagittal plane. Adult shell sizes of bivalves vary from fractions of a millimetre to over a metre in length, but the majority of species do not exceed 10 cm (4 in).",79118.0,Bivalvia,544.jpg,image/jpeg,8368.0,2012-04-20 09:42:42 UTC,571.0,Aquatic foods,Mollusks,Type 1,2011-02-09 00:37:47 UTC,2019-05-14 18:05:26 UTC,,,False,specific,6544.0,True,FOOD00531,molluscs,100,molluscs,Molluscs
545,Squid,Teuthida,"Squid are cephalopods of the order Teuthida, which comprises around 300 species. Like all other cephalopods, squid have a distinct head, bilateral symmetry, a mantle, and arms. Squid, like cuttlefish, have eight arms arranged in pairs and two, usually longer, tentacles. Squid are strong swimmers and certain species can ""fly"" for short distances out of the water.",82367.0,Squid,545.jpg,image/jpeg,93598.0,2012-04-20 09:36:24 UTC,572.0,Aquatic foods,Mollusks,Type 1,2011-02-09 00:37:47 UTC,2019-05-14 18:05:26 UTC,,,False,specific,551290.0,True,FOOD00532,molluscs,100,molluscs,Molluscs
546,Shrimp,Caridea,"The term shrimp is used to refer to some decapod crustaceans, although the exact animals covered can vary. Used broadly, it may cover any of the groups with elongated bodies and a primarily swimming mode of locomotion – chiefly Caridea and Dendrobranchiata. In some fields, however, the term is used more narrowly, and may be restricted to Caridea, to smaller species of either group, or to only the marine species. Under the broader definition, shrimp may be synonymous with prawn, covering stalk-eyed swimming crustaceans with long narrow muscular tails, long whiskers and slender legs. They swim forwards by paddling with swimmerets on the underside of their abdomens. Crabs and lobsters have strong walking legs, whereas shrimp have thin fragile legs which they use primarily for perching. Shrimp are widespread and abundant. They can be found feeding near the seafloor on most coasts and estuaries, as well as in rivers and lakes. To escape predators, some species flip off the seafloor and dive into the sediment. They usually live from one to seven years. Shrimp are often solitary, though they can form large schools during the spawning season. There are thousands of species, and usually there is a species adapted to any particular habitat. Any small crustacean which resembles a shrimp tends to be called one. They play important roles in the food chain and are important food sources for larger animals from fish to whales. The muscular tails of shrimp can be delicious to eat, and they are widely caught and farmed for human consumption. Commercial shrimp species support an industry worth 50 billion dollars a year, and in 2010 the total commercial production of shrimp was nearly 7 million tonnes (see production chart on the right). Shrimp farming took off during the 1980s, particularly in China, and by 2007 the harvest from shrimp farms exceeded the capture of wild shrimp. There are significant issues with excessive bycatch when shrimp are captured in the wild, and with pollution damage done to estuaries when they are used to support shrimp farming. Many shrimp species are small as the term shrimp suggests, about 2 cm long, but some shrimp exceed 25 cm . Larger shrimp are more likely to be targeted commercially, and are often referred to as prawns, particularly in Britain.",96106.0,Shrimp,546.jpg,image/jpeg,82963.0,2012-04-20 09:36:22 UTC,573.0,Aquatic foods,Crustaceans,Type 1,2011-02-09 00:37:47 UTC,2019-05-14 18:05:26 UTC,,,False,specific,6694.0,True,FOOD00533,crustaceans,100,crustaceans,Crustaceans
